brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,horsepower,litres,cylinders,reselling_time,registration_date,reselling_date
Mercedes-Benz,S-Class S 450 4MATIC,2018,72500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,60000,362.0,3.0,6.0,,2023-08-17,
Mercedes-Benz,AMG GT 63 S 4-Door,2020,21214,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,White,Black,None reported,No,117900,281.0,4.0,8.0,,2023-09-09,
Audi,Q5 3.0 TDI Premium Plus,2014,55564,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22500,240.0,3.0,6.0,34.0,2023-07-04,2023-08-07
Volvo,XC60 T5 R-Design,2019,43500,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,30000,250.0,2.0,4.0,34.0,2023-01-04,2023-02-07
Mercedes-Benz,AMG GT 53 Base,2019,35000,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,83000,429.0,3.0,6.0,10.0,2023-04-06,2023-04-16
GMC,Yukon SLT,2017,92031,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,30000,355.0,5.3,8.0,15.0,2023-08-23,2023-09-07
Lexus,GS 350 Base,2016,128032,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,18000,311.0,3.5,6.0,43.0,2023-01-31,2023-03-15
Jaguar,XF 25t Premium,2018,18800,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,26000,247.0,2.0,4.0,44.0,2023-08-05,2023-09-18
Honda,Ridgeline Black Edition,2017,91600,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,26000,280.0,3.5,6.0,56.0,2023-04-10,2023-06-05
Toyota,4Runner SR5,2019,91843,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,30500,270.0,4.0,6.0,70.0,2023-06-29,2023-09-07
Ford,Bronco Sport Outer Banks,2021,28105,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Silver,Red,Unknown,No,32455,378.0,1.5,3.0,,2023-09-08,
Dodge,Charger R/T 392,2017,73350,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,37000,485.0,6.4,8.0,37.0,2023-09-08,2023-10-15
Mercedes-Benz,GLC 300 GLC 300,2022,11875,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,No,41598,502.0,2.0,7.5,35.0,2023-08-05,2023-09-09
INFINITI,Q50 3.0t Signature Edition,2017,67000,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23000,300.0,3.0,6.0,35.0,2023-05-03,2023-06-07
BMW,340 i,2016,117660,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,19500,320.0,3.0,6.0,47.0,2023-06-16,2023-08-02
Pontiac,Firebird Trans Am,2001,71448,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,10500,200.0,3.8,6.0,41.0,2023-07-28,2023-09-07
Nissan,NV Passenger NV3500 HD SV V8,2015,86000,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,29500,317.0,5.6,8.0,51.0,2023-06-26,2023-08-16
Lexus,ES 350 Base,2020,15324,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,No,33364,318.0,3.5,6.0,45.0,2023-07-11,2023-08-25
BMW,135 is,2013,29400,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,29000,320.0,3.0,6.0,44.0,2023-04-10,2023-05-24
Lexus,IS 300 Base,2017,68871,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,None reported,Yes,28450,255.0,3.5,6.0,48.0,2023-07-25,2023-09-11
Porsche,Cayenne S,2012,126000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,17999,400.0,4.8,8.0,53.0,2023-03-25,2023-05-17
Pontiac,Solstice GXP,2007,25718,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Black,None reported,Yes,17900,260.0,2.0,4.0,45.0,2023-01-03,2023-02-17
Porsche,Panamera Turbo,2015,67210,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,51950,520.0,4.8,8.0,39.0,2023-04-09,2023-05-18
BMW,X6 xDrive35i,2018,27214,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,40950,300.0,3.0,6.0,39.0,2023-06-28,2023-08-06
Ford,F-150 Limited,2019,42728,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,45950,450.0,3.5,6.0,40.0,2023-07-04,2023-08-13
MINI,Cooper S Base,2010,97395,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Green,Black,None reported,Yes,6699,172.0,1.6,4.0,51.0,2023-01-07,2023-02-27
Mazda,Mazda3 i SV,2015,91700,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,12000,155.0,2.0,4.0,34.0,2023-03-22,2023-04-25
Mitsubishi,Lancer Evolution MR,2011,94500,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,27000,291.0,2.0,4.0,49.0,2023-08-15,2023-10-03
Chevrolet,Tahoe LTZ,2014,196300,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,10995,320.0,5.3,8.0,99.0,2023-01-02,2023-04-11
Cadillac,CTS 3.6L Luxury,2015,54259,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Blue,Black,None reported,Yes,19425,327.0,3.6,6.0,99.0,2023-04-13,2023-07-21
Acura,RDX w/Advance Package,2021,36267,Gasoline,2.0 Liter Turbo,Automatic,White,Red,None reported,No,39798,333.0,2.0,6.0,100.0,2023-03-27,2023-07-05
Land,Rover Range Rover Sport Supercharged HSE,2015,175000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,19500,340.0,3.0,6.0,,2023-06-27,
Chevrolet,Suburban 1500 LTZ,2015,159000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,26900,355.0,5.3,8.0,163.0,2023-04-25,2023-10-05
Chevrolet,Camaro 2SS,2016,74000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,32000,455.0,6.2,8.0,155.0,2023-03-25,2023-08-27
Chevrolet,Silverado 1500 Hybrid 1HY,2011,82963,Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,4-Speed A/T,White,Black,None reported,Yes,20995,332.0,6.0,8.0,111.0,2023-05-10,2023-08-29
Cadillac,XT5 Luxury,2019,54323,Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,No,27998,361.0,3.6,8.0,,2023-07-31,
Nissan,Armada SL,2019,59980,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,29000,390.0,5.6,8.0,110.0,2023-02-15,2023-06-05
Audi,Q5 S line Premium,2022,10120,Hybrid,2.0 Liter TFSI,Automatic,White,Gray,None reported,No,39998,478.0,2.0,8.0,62.0,2023-04-22,2023-06-23
BMW,X6 M Base,2017,25000,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,65000,567.0,4.4,8.0,20.0,2023-05-24,2023-06-13
BMW,740 i,2012,126000,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12700,326.0,3.0,6.0,,2023-10-03,
Toyota,Sequoia TRD Pro,2020,37428,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,61599,381.0,5.7,8.0,28.0,2023-09-03,2023-10-01
Volkswagen,Jetta GLI,2014,99499,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15000,210.0,2.0,4.0,44.0,2023-03-27,2023-05-10
Honda,Crosstour EX-L,2012,90742,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,12980,192.0,2.4,4.0,57.0,2023-03-09,2023-05-05
Land,Rover Range Rover Sport Supercharged,2014,125000,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22500,510.0,5.0,8.0,85.0,2023-07-05,2023-09-28
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,71669,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,20000,240.0,2.0,4.0,,2023-09-13,
Cadillac,XT5 Luxury,2019,44692,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,White,Red,None reported,No,32368,395.0,3.6,6.0,63.0,2023-02-07,2023-04-11
Jaguar,F-TYPE R,2018,16002,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,74900,550.0,5.0,8.0,63.0,2023-01-05,2023-03-09
Toyota,FJ Cruiser Base,2014,86000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,41500,260.0,4.0,6.0,62.0,2023-05-26,2023-07-27
Toyota,Tundra SR5,2019,56000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,42000,381.0,5.7,8.0,50.0,2023-03-24,2023-05-13
RAM,1500 Sport,2017,41789,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,Yes,42500,395.0,5.7,8.0,22.0,2023-01-31,2023-02-22
Ford,Focus SE,2014,60109,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,9499,160.0,2.0,4.0,18.0,2023-02-10,2023-02-28
Mercedes-Benz,GLE 350 Base 4MATIC,2020,48000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,49995,255.0,2.0,4.0,19.0,2023-05-14,2023-06-02
Acura,TL Type S,2008,122000,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,11500,286.0,3.5,6.0,45.0,2023-01-15,2023-03-01
Land,Rover Range Rover HSE,2012,102800,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,16000,385.0,5.0,8.0,47.0,2023-08-20,2023-10-06
MINI,Convertible Cooper,2022,15544,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,Unknown,No,28000,134.0,1.5,3.0,47.0,2023-07-17,2023-09-02
Mazda,CX-9 Signature,2019,69771,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,27500,227.0,2.5,4.0,50.0,2023-08-11,2023-09-30
Ford,F-150 Raptor,2021,28260,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Brown,None reported,Yes,72950,450.0,3.5,6.0,50.0,2023-01-20,2023-03-11
Honda,Civic Si Base,2020,6025,Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,27500,205.0,1.5,4.0,24.0,2023-07-04,2023-07-28
Hyundai,Elantra SE,2018,32697,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15900,147.0,2.0,4.0,7.0,2023-06-15,2023-06-22
Ford,Excursion Limited,2001,239000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,8000,310.0,6.8,10.0,,2023-09-06,
Jaguar,F-TYPE S British Design Edition,2017,34150,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45999,380.0,3.0,6.0,78.0,2023-07-19,2023-10-05
Honda,Ridgeline RTL-E,2022,9642,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Red,Black,None reported,No,38999,290.0,3.5,6.0,79.0,2023-05-29,2023-08-16
Pontiac,G6 GTP,2006,100545,Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,5995,201.0,3.5,6.0,,2023-08-22,
Mercedes-Benz,C-Class C300 4MATIC,2021,11111,Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,No,38998,220.0,2.0,6.0,95.0,2023-04-01,2023-07-05
Toyota,FJ Cruiser Base,2007,162000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,23977,239.0,4.0,6.0,,2023-09-22,
Buick,Enclave Premium,2020,87555,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Black,Beige,At least 1 accident or damage reported,Yes,31650,297.0,3.6,6.0,73.0,2023-05-29,2023-08-10
Chevrolet,Tahoe LTZ,2015,102200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,25000,355.0,5.3,8.0,91.0,2023-06-30,2023-09-29
Bentley,Continental GTC V8,2013,18950,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,77999,500.0,4.0,8.0,92.0,2023-03-24,2023-06-24
Mercedes-Benz,SLK-Class SLK 350,2015,16000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,30500,302.0,3.5,6.0,,2023-10-16,
Cadillac,Escalade Premium Luxury,2022,19250,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,86999,420.0,6.2,8.0,75.0,2023-06-21,2023-09-04
BMW,535 i xDrive,2015,65000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,24995,300.0,3.0,6.0,35.0,2023-09-08,2023-10-13
MINI,Cooper S Base,2007,110022,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,6250,172.0,1.6,4.0,45.0,2023-06-20,2023-08-04
Bentley,Continental GT Base,2012,79089,E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,46999,567.0,6.0,12.0,38.0,2023-08-16,2023-09-23
Audi,Q7 3.0T Premium Plus,2014,96273,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,15495,280.0,3.0,6.0,,2023-09-15,
Cadillac,CT6 Luxury,2020,22187,Gasoline,3.6L V6 24V GDI DOHC,10-Speed Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,45480,288.0,3.6,6.0,,2023-10-15,
GMC,Sierra 1500 SL Crew Cab,2009,137000,Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,20000,295.0,4.8,8.0,82.0,2023-04-05,2023-06-26
Nissan,GT-R Premium,2009,60747,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,At least 1 accident or damage reported,Yes,71999,480.0,3.8,6.0,66.0,2023-06-02,2023-08-07
Dodge,Ram 1500 ST,2007,36500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,16000,210.0,3.7,6.0,56.0,2023-08-03,2023-09-28
Ford,Bronco Outer Banks,2021,19590,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,54999,315.0,2.7,6.0,55.0,2023-04-09,2023-06-03
Nissan,GT-R Black Edition,2015,16850,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,95000,545.0,3.8,6.0,,2023-10-04,
Cadillac,Escalade ESV Sport,2021,4500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,Unknown,No,105000,420.0,6.2,8.0,41.0,2023-05-17,2023-06-27
Chevrolet,Cruze LT,2012,194000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,4900,138.0,1.4,4.0,64.0,2023-01-11,2023-03-16
Lexus,GX 460 Base,2020,48210,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,47449,292.0,4.6,8.0,,2023-09-27,
BMW,750 i,2018,81500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,41250,445.0,4.4,8.0,68.0,2023-06-26,2023-09-02
Ford,F-150 XLT,2021,77107,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Green,Black,Unknown,No,39995,372.0,3.5,6.0,76.0,2023-04-01,2023-06-16
BMW,535 i xDrive,2015,58664,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,20950,300.0,3.0,6.0,76.0,2023-05-14,2023-07-29
Mitsubishi,Montero Limited,2004,145000,Gasoline,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,8950,215.0,3.8,6.0,112.0,2023-03-20,2023-07-10
Lexus,LS 500 F Sport,2018,15055,Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,59000,416.0,3.5,6.0,,2023-09-02,
Lexus,LC 500 Base,2021,915,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Beige,None reported,Yes,159000,471.0,5.0,8.0,,2023-09-18,
Mazda,MX-5 Miata Shinsen,2003,46873,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Brown,None reported,Yes,11500,142.0,1.8,4.0,45.0,2023-03-21,2023-05-05
Cadillac,Escalade ESV Premium Luxury,2021,53169,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,81500,420.0,6.2,8.0,38.0,2023-01-09,2023-02-16
Lexus,GX 460 Premium,2022,35700,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,51900,301.0,4.6,8.0,38.0,2023-03-13,2023-04-20
Nissan,Pathfinder Platinum,2014,112600,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,13000,260.0,3.5,6.0,22.0,2023-04-15,2023-05-07
GMC,Yukon SLE,2015,112552,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,Yes,24440,296.0,5.3,8.0,44.0,2023-08-03,2023-09-16
BMW,M3 Base,2003,127273,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,15000,333.0,3.2,6.0,74.0,2023-06-18,2023-08-31
Lexus,IS 250 Base,2007,189887,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,3995,204.0,2.5,6.0,,2023-07-02,
BMW,640 i,2012,76465,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,22500,315.0,3.0,6.0,,2023-07-29,
Mitsubishi,Eclipse Spyder GT,2007,136400,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,6750,260.0,3.8,6.0,,2023-08-10,
Ford,Thunderbird Deluxe,2004,79635,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,13500,280.0,3.9,8.0,158.0,2023-05-05,2023-10-10
Buick,Enclave 1XL,2011,170000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,4000,288.0,3.6,6.0,,2023-06-01,
Ford,F-150 XLT,2018,67650,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,30000,375.0,3.5,6.0,,2023-08-19,
Lexus,ES 350 Base,2016,119850,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,19000,268.0,3.5,6.0,125.0,2023-01-20,2023-05-25
Acura,TL Type S,2008,116500,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,15999,286.0,3.5,6.0,142.0,2023-05-03,2023-09-22
Ford,Transit Connect XLT,2010,169802,Gasoline,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Silver,Brown,None reported,Yes,9985,350.0,2.0,4.0,,2023-09-02,
BMW,X3 M40i,2021,36905,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,50000,382.0,3.0,6.0,147.0,2023-01-09,2023-06-05
Jeep,Gladiator Willys,2022,8400,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47000,285.0,3.6,6.0,102.0,2023-02-25,2023-06-07
Hummer,H2 Base,2003,149961,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,12500,316.0,6.0,8.0,,2023-06-29,
Mercedes-Benz,C-Class C 63 AMG,2014,84500,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,41500,451.0,6.2,8.0,125.0,2023-01-07,2023-05-12
Mercedes-Benz,G-Class G 550 4MATIC,2016,96000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,65000,416.0,4.0,8.0,81.0,2023-05-01,2023-07-21
Nissan,GT-R Premium,2009,88000,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,At least 1 accident or damage reported,Yes,57000,480.0,3.8,6.0,97.0,2023-06-03,2023-09-08
Audi,R8 4.2 quattro Spyder,2011,35322,Gasoline,4.2L V8 32V GDI DOHC,6-Speed Manual,Silver,Red,None reported,No,94900,343.0,4.2,8.0,97.0,2023-05-03,2023-08-08
Acura,TLX A-Spec,2020,32500,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,32000,206.0,2.4,4.0,60.0,2023-07-22,2023-09-20
Audi,A6 3.0T Premium Plus,2016,71280,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,22000,333.0,3.0,6.0,52.0,2023-07-08,2023-08-29
Porsche,Panamera 2,2011,37200,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,27500,300.0,3.6,6.0,45.0,2023-06-10,2023-07-25
Saturn,Sky Red Line,2008,94291,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,14500,260.0,2.0,4.0,41.0,2023-01-18,2023-02-28
Maserati,Coupe Cambiocorsa,2006,54082,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,17000,390.0,4.2,8.0,25.0,2023-05-06,2023-05-31
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,7800,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,None reported,Yes,66000,455.0,2.0,4.0,25.0,2023-05-17,2023-06-11
Jeep,Wrangler Sport,2016,86250,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,22000,285.0,3.6,6.0,34.0,2023-02-02,2023-03-08
BMW,X5 xDrive50i,2016,75479,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,27899,445.0,4.4,8.0,35.0,2023-04-11,2023-05-16
BMW,750 i,2017,24650,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,50000,445.0,4.4,8.0,35.0,2023-04-12,2023-05-17
Volkswagen,Golf R 4-Door,2013,102750,Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,20000,256.0,2.0,4.0,36.0,2023-06-19,2023-07-25
Alfa,Romeo Stelvio Base,2018,50000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Brown,None reported,Yes,27500,280.0,2.0,4.0,35.0,2023-06-22,2023-07-27
